 
Select a proportional gain (0 to 50000). Press # to confirm.
35#
You selected 35 as your proportional gain
Select a differential gain (0 to 50000). Press # to confirm.
200#
You selected 200 as your differential gain
Select a desired heading (0 to 3599). Press # to confirm.
1200#
You selected 1200 as your desired heading
Please press l and r to rotate the thrust angle of the gondola.
Press q to confirm the angle.
lllllrrrrq
Your final pulse width was: 3065
Please press l and r to change the motor PW.
Press q to confirm the PW.
q
This is the CCM3: 62770
Your final pulse width was: 0
18809, 11689, 10, 5890, 3502, 3065
43616, -21900, 10, 5107, 3502, 3065
1088, 1122, 90, 5397, 3502, 3065
2888, -689, 90, 5542, 2027, 3065
1089, 983, 73, 5571, 3137, 3065
2889, -799, 90, 5890, 2027, 3065
2890, -937, 90, 5426, 2027, 3065
1091, 842, 90, 5194, 3502, 3065
1092, 752, 90, 5484, 3502, 3065
2892, -1113, 90, 5861, 2027, 3065
2893, -1186, 90, 5484, 2027, 3065
1094, 593, 90, 5165, 3502, 3065
1095, 537, 90, 5513, 3502, 3065
2895, -1321, 90, 5861, 2027, 3065
2896, -1372, 90, 5513, 2027, 3065
1097, 435, 90, 5252, 3502, 3065
1098, 385, 90, 5513, 3502, 3065
2898, -1440, 90, 5890, 2027, 3065
2899, -1473, 90, 5513, 2027, 3065
1100, 311, 90, 5223, 3502, 3065
1101, 290, 90, 5513, 3502, 3065
2901, -1528, 90, 5861, 2027, 3065
2902, -1543, 90, 5542, 2027, 3065
1103, 270, 90, 5223, 3502, 3065
1104, 262, 90, 5513, 3502, 3065
2904, -1542, 90, 5861, 2027, 3065
2905, -1541, 90, 5513, 2027, 3065
1106, 262, 90, 5194, 3502, 3065
1107, 266, 90, 5513, 3502, 3065
2907, -1546, 90, 5861, 2027, 3065
2908, -1547, 90, 5513, 2027, 3065
1109, 260, 90, 5194, 3502, 3065
1110, 275, 90, 5513, 3502, 3065
2910, -1534, 90, 5861, 2027, 3065
2911, -1535, 90, 5513, 2027, 3065
1112, 274, 90, 5107, 3502, 3065
1113, 277, 90, 5484, 3502, 3065
2913, -1533, 90, 5861, 2027, 3065
1114, 261, 58, 5542, 2883, 3065
1114, 264, 61, 5861, 2961, 3065
1114, 257, 64, 5832, 2908, 3065
1114, 256, 60, 5803, 2940, 3065
1114, 244, 56, 5861, 2939, 3065
1114, 232, 53, 5861, 2879, 3065
1114, 210, 50, 5861, 2884, 3065
1114, 199, 50, 5861, 2860, 3065
1114, 184, 49, 5832, 2877, 3065
1114, 165, 49, 5861, 2804, 3065
20523, 15952, 47, 5861, 3502, 3065
16924, 12285, 51, 5513, 2027, 3065
9726, 5052, 49, 5861, 2027, 3065
29135, 24440, 47, 5571, 3502, 3065
9615, 4850, 47, 5339, 3502, 3065
29024, 24277, 47, 5861, 3502, 3065
9504, 4710, 47, 5426, 3502, 3065
28913, 24131, 46, 5861, 3502, 3065
9393, 4625, 45, 5455, 3502, 3065
28802, 24057, 46, 5861, 3502, 3065
9282, 4555, 45, 5426, 3502, 3065
28691, 23980, 45, 5861, 3502, 3065
9171, 4476, 45, 5397, 3502, 3065
28580, 23918, 43, 5861, 3502, 3065
9060, 4411, 42, 5368, 3502, 3065
28469, 23886, 42, 5861, 3502, 3065
8949, 4398, 41, 5455, 3502, 3065
28358, 23820, 40, 5861, 3502, 3065
8838, 4334, 39, 5426, 3502, 3065
28247, 23758, 38, 5861, 3502, 3065
