























‡   
Select a proportional gain (0 to 50000). Press # to confirm.
35#
You selected 35 as your proportional gain
Select a differential gain (0 to 50000). Press # to confirm.
200#
You selected 200 as your differential gain
Select a desired heading (0 to 3599). Press # to confirm.
1200#
You selected 1200 as your desired heading
Please press l and r to rotate the thrust angle of the gondola.
Press q to confirm the angle.
llllllllq
Your final pulse width was: 3005
Please press l and r to change the motor PW.
Press q to confirm the PW.
q
This is the CCM3: 62770
Your final pulse width was: 0
1799, -737, 0, 5890, 2027, 3005
1799, -724, 0, 5455, 2310, 3005
1800, -726, 169, 5658, 2244, 3005
1801, -700, 169, 5716, 2379, 3005
1803, -659, 167, 5716, 2395, 3005
1804, -600, 167, 5832, 2581, 3005
1806, -483, 170, 5890, 2638, 3005
1807, -431, 170, 5890, 2671, 3005
1809, -262, 165, 5890, 2885, 3005
1810, -197, 165, 5890, 2887, 3005
1812, -17, 167, 5803, 3065, 3005
1813, 87, 166, 5658, 3241, 3005
1815, 226, 165, 5687, 3047, 3005
1816, 281, 165, 5861, 3181, 3005
1818, 363, 163, 5774, 3115, 3005
1819, 363, 167, 5832, 3019, 3005
1821, 343, 167, 5890, 2965, 3005
1822, 318, 167, 5861, 2887, 3005
1824, 259, 167, 5890, 2834, 3005
1825, 219, 166, 5890, 2758, 3005
1827, 145, 166, 5890, 2770, 3005
1828, 124, 165, 5890, 2767, 3005
1830, 70, 165, 5890, 2762, 3005
1831, 55, 165, 5890, 2743, 3005
1833, 27, 165, 5890, 2767, 30
1834, 19, 165, 5890, 2746, 3005
1836, 15, 165, 5890, 2795, 3005
1839, 9, 165, 5890, 2743, 3005
1840, 12, 165, 5890, 2785, 30
1842, 21, 165, 5890, 2799, 3005
1843, 14, 165, 5890, 2&46,°3f
1845, 15, 164, 5890, 2779, 3005
1846, 16, 165, 5890, 2780, 3005
1848, 21, 165, 5890, 2791, 3005
1849, 24, 164, 5890, 2793, 3005
1852, 27, 165, 5890, 2791, 3005
1854, 33, 165, 5890, 2788, 3005
1855, 32, 166, 5890, 2783, 3005
1856, 35, 88, 5890, 2801, 3005
1856, 34, 77, 5890, 2784, 3005
1856, 33, 75, 5890, 2804, 3005
1856, 28, 69, 5890, 2764, 3005
1856, 30, 62, 5890, 2786, 3005
1856, 27, 56, 5890, 2771, 3005
1856, 27, 53, 5890, 2771, 3005
1856, 30, 50, 5890, 2798, 3005
1856, 30, 49, 5890, 2766, 3005
21265, 15837, 47, 5310, 3502, 3005
1745, -23, 46, 5252, 3502, 3005
21154, 15823, 44, 5629, 3502, 3005
1634, -239, 43, 5339, 3502, 3005
21043, 15605, 43, 5542, 3502, 3005
1523, -443, 43, 5455, 3502, 3005
20932, 15360, 47, 5513, 3502, 3005
1412, -675, 44, 5455, 3502, 3005
20821, 15093, 45, 5687, 3502, 3005
1301, -951, 46, 5455, 3502, 3005
20710, 14822, 46, 5600, 3502, 3005
1190, -1227, 46, 5397, 3502, 3005
20599, 14523, 46, 5542, 3502, 3005
1079, -1470, 46, 5484, 3502, 3005
20488, 14262, 46, 5513, 3502, 3005
968, 1697, 46, 5368, 3502, 3005
20377, 13799, 47, 5687, 3502, 3005
857, 1284, 47, 5339, 3502, 3005
857, 1129, 48, 5861, 2935, 3005
857, 970, 49, 5687, 3076, 3005
857, 894, 49, 5832, 3086, 3005
857, 679, 48, 5890, 2912, 3005
857, 617, 49, 5832, 2948, 3005
857, 442, 49, 5890, 2790, 3005
857, 373, 49, 5890, 2750, 3005
857, 222, 49, 5890, 2672, 3005
857, 124, 48, 5890, 2459, 3005
20266, 15789, 47, 5774, 3502, 3005
